FRIC_CASH_FLOWS_REP_EXTR.csv;FRIC_CASH_FLOWS_REP
MXT_CASH_REP_EXTR.csv;MXT_CASH_REP
MXT_FR_VOL_REP_EXTR.csv;MXT_FR_VOL_REP
MXT_LEGAL_AGR_REP_EXTR.csv;MXT_LEGAL_AGR_REP
MXT_REFSPOT_REP_EXTR.csv;MXT_REFSPOT_REP
MXT_SI_STATIC_REP_EXTR.csv;MXT_SI_STATIC_REP
MXT_TARF_DATA_REP_EXTR.csv;MXT_TARF_DATA_REP
MXT_TARF_DATA_REP_EXTR_INTR.csv;MXT_TARF_DATA_REP_INTRADAY
MXT_TARF_FIXINGS_REP_EXTR.csv;MXT_TARF_FIXINGS_REP
MXT_TARF_FIXINGS_REP_EXTR_INTR.csv;MXT_TARF_FIXINGS_REP_INTRADAY
MXT_TOPO_REP_EXTR.csv;MXT_TOPO_REP
MXT_PL_VAR_REP_EXTR.csv;MXT_PL_VAR_REP
MXT_TRADE_SI_REP_EXTR.csv;MXT_TRADE_SI_REP
TRN_ENTD_DBF_REP_EXTR.csv;TRN_ENTD_DBF_REP
MXT_SMC_INTRADAY_REP_EXTR.csv;MXT_SMC_INTRADAY_REP
MXT_VOL_INTRADAY_REP_EXTR.csv;MXT_VOL_INTRADAY_REP
EOD_VAR_RESULTS.csv;MXT_VAR_V1
MXT_CI_REP_EXTR.csv;MXT_CI_REP
MXT_COUNTERPART_REP_EXTR.csv;MXT_COUNTERPART_REP
MXT_DELTAHEDGE_REP_EXTR.csv;MXT_DELTAHEDGE_REP
MXT_GREEKS_TOPO_REP_EXTR.csv;MXT_GREEKS_TOPO_REP
MXT_MKTP_SMILE_REP_EXTR.csv;MXT_MKTP_SMILE_REP
MXT_MKTP_VOL_REP_EXTR.csv;MXT_MKTP_VOL_REP
MXT_PORTFOLIO_REP_EXTR.csv;MXT_PORTFOLIO_REP
MXT_RHO_TOPO_REP_EXTR.csv;MXT_RHO_TOPO_REP
MXT_TRADE_AUDIT_REP_EXTR.csv;MXT_TRADE_AUDIT_REP
MXT_TRADE_CS_REP_EXTR.csv;MXT_TRADE_CS_REP
MXT_TRADE_FIX_REP_EXTR.csv;MXT_TRADE_FIX_REP
MXT_TRADE_PAY_REP_EXTR.csv;MXT_TRADE_PAY_REP
MXT_TRADE_REP_EXTR.csv;MXT_TRADE_REP
MXT_TRADE_REP_EXTR_INTR.csv;MXT_TRADE_REP_INTRADAY
MXT_USER_GROUP_REP_EXTR.csv;MXT_USER_GROUP_REP
MXT_ZC_REP_EXTR.csv;MXT_ZC_REP
TREMOR1_BASKET_REP_EXTR.csv;TREMOR1_BASKET_REP
TREMOR1_OUTPUTS_REP_EXTR.csv;TREMOR1_OUTPUTS_REP
USR_INFO_DBF_REP_EXTR.csv;USR_INFO_DBF_REP
MXT_TRADE_VALUE_REP_EXTR.csv;MXT_TRADE_VALUE_REP
ERM_IM_MAIN_AGG_REP_EXTR.csv;ERM_IM_MAIN_AGG_REP
MXT_TRADE_INTR_REP_EXTR.csv;MXT_TRADE_INTR_REP
MXT_TRADE_TS_REP_EXTR.csv;MXT_TRADE_TS_REP
MXT_PL_D_REP_BO_EXTR.csv;MXT_PL_D_REP
MXT_PL_D_REP_FO_EXTR.csv;MXT_PL_D_REP
MXT_VAR_MKTOP_REP_EXTR.csv;MXT_VAR_MKTOP_REP
INTRA_TRADE_VAL_REP_EXTR.csv;INTRA_TRADE_VAL_REP
JOB_AUDIT_REP_EXTR.csv;JOB_AUDIT_REP
IDAY_VAR_RESULTS.csv;MXT_INTRAVAR_REP
